Virus,Host,blastScore,crisprScore,mashScore,wishScore
NC_007710,NC_010717,834.0,32.0,0.5507850000000001,-1.37566
NC_007710,NC_017267,830.0,NaN,0.5507850000000001,-1.36909
NC_007710,NC_019966,NaN,NaN,NaN,-1.35367
# Std,,1.732,0.0,0.0,0.007
NC_007734,NC_009674,10156.0,NaN,0.634071,-1.34025
NC_007734,NC_003997,3040.0,NaN,0.64672,-1.33587
NC_007734,NC_005945,3034.0,NaN,0.64672,-1.33589
NC_007734,NC_007530,3040.0,NaN,0.64672,-1.33586
NC_007734,NC_012581,3040.0,NaN,0.64672,-1.33818
NC_007734,NC_012659,3040.0,NaN,0.64672,-1.33586
NC_007734,NC_017729,3034.0,NaN,0.64672,-1.33578
NC_007734,NC_018500,4502.0,NaN,0.631954,-1.3308
# Std,,2334.602,NaN,0.006,0.002
NC_007804,NC_017641,35924.0,NaN,0.770127,-1.3703
NC_007804,NC_011993,212.0,30.0,0.517779,-1.37179
NC_007804,NC_017634,540.0,30.0,0.594415,-1.37192
NC_007804,NC_017641,35924.0,NaN,0.770127,-1.3703
NC_007804,NC_011740,516.0,NaN,0.5507850000000001,-1.36836
# Std,,17392.415,0.0,0.108,0.001
NC_007805,NC_023019,33372.0,NaN,0.744641,-1.34261
NC_007805,NC_011770,32012.0,NaN,0.753969,-1.32177
NC_007805,NC_011770,32012.0,NaN,0.753969,-1.32177
# Std,,641.11,NaN,0.004,0.01
NC_007806,NC_002927,82.0,NaN,NaN,-1.41744
NC_007806,NC_009792,82.0,NaN,NaN,-1.37868
NC_007806,NC_019382,82.0,NaN,NaN,-1.417
NC_007806,NC_010995,68.0,33.0,NaN,-1.39963
NC_007806,NC_006348,52.0,NaN,0.484772,-1.41404
NC_007806,NC_006350,52.0,NaN,0.484772,-1.40227
NC_007806,NC_007434,52.0,NaN,0.484772,-1.40184
NC_007806,NC_008785,52.0,NaN,0.484772,-1.41421
NC_007806,NC_008800,56.0,NaN,0.484772,-1.39296
NC_007806,NC_008836,52.0,NaN,0.484772,-1.41225
NC_007806,NC_009074,52.0,NaN,0.484772,-1.4049
NC_007806,NC_009080,52.0,NaN,0.484772,-1.41388
NC_007806,NC_012695,52.0,NaN,0.484772,-1.40361
NC_007806,NC_015663,50.0,NaN,0.484772,-1.38066
NC_007806,NC_015733,70.0,NaN,0.484772,-1.40201
NC_007806,NC_020181,58.0,NaN,0.484772,-1.3787
NC_007806,NC_022659,52.0,NaN,0.484772,-1.402
NC_007806,NC_023075,NaN,NaN,0.484772,-1.40248
NC_007806,NC_016622,NaN,NaN,0.484772,-1.4087
NC_007806,NC_010515,NaN,NaN,0.484772,-1.39774
NC_007806,NC_018524,NaN,NaN,0.484772,-1.45608
NC_007806,NC_007005,NaN,NaN,0.484772,-1.38501
NC_007806,NC_014218,NaN,NaN,0.484772,-1.38129
NC_007806,NC_023076,NaN,NaN,0.484772,-1.40287
NC_007806,NC_010725,NaN,NaN,0.484772,-1.42813
NC_007806,NC_015572,NaN,NaN,NaN,-1.35959
# Std,,11.66,0.0,0.0,0.018
NC_007807,NC_011726,70.0,NaN,NaN,-1.40633
NC_007807,NC_016816,70.0,NaN,NaN,-1.42955
NC_007807,NC_021286,NaN,NaN,0.484772,-1.41436
NC_007807,NC_010552,NaN,NaN,0.484772,-1.45951
NC_007807,NC_010981,NaN,NaN,0.484772,-1.41363
NC_007807,NC_016887,NaN,NaN,0.484772,-1.49222
NC_007807,NC_007348,NaN,NaN,0.484772,-1.45064
NC_007807,NC_021084,NaN,NaN,0.484772,-1.40864
NC_007807,NC_007880,NaN,NaN,0.484772,-1.41731
NC_007807,NC_008025,NaN,NaN,0.484772,-1.44875
NC_007807,NC_006512,NaN,NaN,0.484772,-1.41437
NC_007807,NC_019537,NaN,NaN,0.484772,-1.41675
NC_007807,NC_008391,NaN,NaN,0.484772,-1.45746
NC_007807,NC_004545,NaN,NaN,0.484772,-1.40609
NC_007807,NC_009749,NaN,NaN,0.484772,-1.41703
NC_007807,NC_008369,NaN,NaN,0.484772,-1.41711
NC_007807,NC_019551,NaN,NaN,0.484772,-1.41716
NC_007807,NC_018515,NaN,NaN,NaN,-1.38591
# Std,,0.0,NaN,0.0,0.025
NC_007808,NC_011770,734.0,NaN,0.537086,-1.48188
NC_007808,NC_023066,734.0,NaN,0.537086,-1.48196
NC_007808,NC_017549,388.0,NaN,0.56141,-1.47919
NC_007808,NC_001382,NaN,NaN,NaN,-1.38642
# Std,,163.106,NaN,0.011,0.041
NC_007809,NC_011958,208.0,NaN,NaN,-1.3478
NC_007809,NC_023065,208.0,NaN,NaN,-1.35805
NC_007809,NC_001264,NaN,NaN,0.517779,-1.364
NC_007809,NC_014623,NaN,NaN,NaN,-1.31276
# Std,,0.0,NaN,0.0,0.02
NC_007810,NC_017325,226.0,NaN,0.484772,-1.37634
NC_007810,NC_015736,50.0,NaN,0.537086,-1.39272
NC_007810,NC_017293,50.0,NaN,0.537086,-1.39272
NC_007810,NC_008009,NaN,NaN,NaN,-1.36352
# Std,,82.967,NaN,0.025,0.012
NC_007814,NC_009674,10138.0,NaN,0.631954,-1.33856
NC_007814,NC_003997,3014.0,NaN,0.648281,-1.33478
NC_007814,NC_005945,3010.0,NaN,0.648281,-1.3348
NC_007814,NC_007530,3014.0,NaN,0.648281,-1.33478
NC_007814,NC_012581,3014.0,NaN,0.648281,-1.33618
NC_007814,NC_012659,3014.0,NaN,0.648281,-1.33478
NC_007814,NC_017200,3982.0,NaN,0.648281,-1.33374
NC_007814,NC_017729,3010.0,NaN,0.648281,-1.33467
NC_007814,NC_018500,4502.0,NaN,0.62974,-1.33062
# Std,,2204.093,NaN,0.007,0.002
NC_007817,NC_010506,48.0,NaN,NaN,-1.40082
NC_007817,NC_015425,48.0,NaN,NaN,-1.43564
NC_007817,NC_001382,NaN,NaN,NaN,-1.38646
# Std,,0.0,NaN,NaN,0.021
NC_007821,NC_003212,54.0,NaN,NaN,-1.40207
NC_007821,NC_012778,NaN,NaN,0.484772,-1.39405
NC_007821,NC_012781,NaN,NaN,0.484772,-1.39766
NC_007821,NC_014370,NaN,NaN,NaN,-1.38159
# Std,,0.0,NaN,0.0,0.008
NC_007856,NC_017845,58.0,NaN,NaN,-1.39615
NC_007856,NC_018632,NaN,NaN,NaN,-1.38453
# Std,,0.0,NaN,NaN,0.006
NC_007902,NC_011993,2516.0,NaN,NaN,-1.37351
NC_007902,NC_007712,2138.0,NaN,0.6104350000000001,-1.37143
NC_007902,NC_013592,60.0,NaN,NaN,-1.37093
# Std,,1079.758,NaN,0.0,0.001
NC_007917,NC_009089,18782.0,36.0,0.775158,-1.2695
NC_007917,NC_009089,18782.0,36.0,0.775158,-1.2695
NC_007917,NC_009089,18782.0,36.0,0.775158,-1.2695
NC_007917,NC_009089,18782.0,36.0,0.775158,-1.2695
# Std,,0.0,0.0,0.0,0.0
NC_007924,NC_008530,11900.0,NaN,0.80253,-1.29933
NC_007924,NC_008530,11900.0,NaN,0.80253,-1.29933
NC_007924,NC_008530,11900.0,NaN,0.80253,-1.29933
# Std,,0.0,NaN,0.0,0.0
NC_008152,NC_008563,384.0,NaN,NaN,-1.41235
NC_008152,NC_008497,54.0,NaN,0.484772,-1.40839
NC_008152,NC_020819,54.0,NaN,0.484772,-1.40588
NC_008152,NC_015726,NaN,NaN,0.484772,-1.46209
NC_008152,NC_010842,NaN,NaN,0.484772,-1.42019
NC_008152,NC_010602,NaN,NaN,0.484772,-1.4201
NC_008152,NC_021833,NaN,NaN,0.484772,-1.41142
NC_008152,NC_012225,NaN,NaN,0.484772,-1.43043
NC_008152,NC_016012,NaN,NaN,0.484772,-1.41857
NC_008152,NC_001382,NaN,NaN,NaN,-1.38645
# Std,,155.563,NaN,0.0,0.018
NC_008193,NC_017451,1910.0,NaN,0.56141,-1.35895
NC_008193,NC_006300,82.0,32.0,NaN,-1.35859
NC_008193,NC_016808,196.0,32.0,0.5507850000000001,-1.35987
NC_008193,NC_014920,1890.0,NaN,0.56141,-1.36072
NC_008193,NC_017451,1910.0,NaN,0.56141,-1.35895
NC_008193,NC_017846,116.0,NaN,NaN,-1.3558
# Std,,886.669,0.0,0.005,0.002
NC_008201,NC_021082,68930.0,37.0,0.82785,-1.29259
NC_008201,NC_020833,36666.0,37.0,0.828669,-1.29388
NC_008201,NC_020834,17516.0,37.0,0.7850699999999999,-1.32155
NC_008201,NC_021082,68930.0,37.0,0.82785,-1.29259
NC_008201,NC_021739,68824.0,37.0,0.828534,-1.29164
NC_008201,NC_021743,68774.0,37.0,0.827988,-1.337
NC_008201,NC_021883,42724.0,37.0,0.829141,-1.29159
NC_008201,NC_021883,42724.0,37.0,0.829141,-1.29159
NC_008201,NC_021883,42724.0,37.0,0.829141,-1.29159
# Std,,17665.224,0.0,0.014,0.016
NC_008208,NC_017022,152.0,NaN,NaN,-1.37834
NC_008208,NC_017960,152.0,NaN,NaN,-1.37919
NC_008208,NC_020207,152.0,NaN,NaN,-1.37966
NC_008208,NC_021994,152.0,NaN,NaN,-1.37815
NC_008208,NC_018747,NaN,NaN,0.517779,-1.39147
NC_008208,NC_017717,NaN,NaN,0.517779,-1.39179
NC_008208,NC_015277,NaN,NaN,NaN,-1.37261
# Std,,0.0,NaN,0.0,0.007
NC_008265,NC_008261,3988.0,NaN,0.671978,-1.2607
NC_008265,NC_008261,3988.0,NaN,0.671978,-1.2607
NC_008265,NC_008261,3988.0,NaN,0.671978,-1.2607
# Std,,0.0,NaN,0.0,0.0
NC_008355,NC_017285,410.0,NaN,0.570091,-1.37319
NC_008355,NC_017285,410.0,NaN,0.570091,-1.37319
NC_008355,NC_015702,NaN,NaN,NaN,-1.36761
# Std,,0.0,NaN,0.0,0.003
NC_008363,NC_008527,510.0,NaN,0.5507850000000001,-1.35097
NC_008363,NC_008527,510.0,NaN,0.5507850000000001,-1.35097
NC_008363,NC_010001,NaN,NaN,NaN,-1.34223
# Std,,0.0,NaN,0.0,0.004
NC_008364,NC_015760,184.0,NaN,NaN,-1.37518
NC_008364,NC_017594,184.0,NaN,NaN,-1.37759
NC_008364,NC_017595,184.0,NaN,NaN,-1.37322
NC_008364,NC_014632,NaN,NaN,0.517779,-1.37445
NC_008364,NC_021919,NaN,NaN,0.517779,-1.38129
NC_008364,NC_014497,NaN,NaN,0.517779,-1.38498
NC_008364,NC_008262,NaN,NaN,0.517779,-1.37966
NC_008364,NC_018414,NaN,NaN,0.517779,-1.38289
NC_008364,NC_018416,NaN,NaN,0.517779,-1.38469
NC_008364,NC_011047,NaN,NaN,0.517779,-1.37223
NC_008364,NC_021840,60.0,NaN,NaN,-1.35175
# Std,,53.694,NaN,0.0,0.009
NC_008370,NC_013656,424.0,NaN,NaN,-1.34012
NC_008370,NC_014497,NaN,NaN,0.537086,-1.38014
NC_008370,NC_015275,NaN,NaN,NaN,-1.33515
# Std,,0.0,NaN,0.0,0.02
NC_008371,NC_002662,460.0,NaN,NaN,-1.34758
NC_008371,NC_014497,NaN,NaN,0.570091,-1.38599
NC_008371,NC_018500,NaN,NaN,NaN,-1.34301
# Std,,0.0,NaN,0.0,0.019
NC_008464,NC_018650,28166.0,NaN,0.7871710000000001,-1.35718
NC_008464,NC_018658,28166.0,NaN,0.7880659999999999,-1.35585
NC_008464,NC_018661,28166.0,NaN,0.786924,-1.35715
NC_008464,NC_013353,27856.0,NaN,0.796531,-1.35884
NC_008464,NC_002655,25326.0,NaN,0.78609,-1.34767
# Std,,1111.503,NaN,0.004,0.004
NC_008562,NC_011729,2146.0,NaN,0.484772,-1.43287
NC_008562,NC_010296,2140.0,NaN,0.6592089999999999,-1.44261
NC_008562,NC_001382,NaN,NaN,NaN,-1.38643
# Std,,3.0,NaN,0.087,0.025
NC_008575,NC_014307,1948.0,NaN,0.594415,-1.34632
NC_008575,NC_014307,1948.0,NaN,0.594415,-1.34632
NC_008575,NC_019966,NaN,NaN,NaN,-1.33622
# Std,,0.0,NaN,0.0,0.005
NC_008583,NC_009641,86256.0,NaN,0.83388,-1.288
NC_008583,NC_009641,86256.0,NaN,0.83388,-1.288
NC_008583,NC_009641,86256.0,NaN,0.83388,-1.288
# Std,,0.0,NaN,0.0,0.0
NC_008689,NC_022113,89000.0,NaN,0.836266,-1.32735
NC_008689,NC_022113,89000.0,NaN,0.836266,-1.32735
NC_008689,NC_013450,40008.0,NaN,0.798121,-1.31163
# Std,,23095.05,NaN,0.018,0.007
NC_008694,NC_012892,1496.0,NaN,NaN,-1.4234
NC_008694,NC_012947,1496.0,NaN,NaN,-1.42446
NC_008694,NC_012971,1496.0,NaN,NaN,-1.4234
NC_008694,NC_015942,NaN,NaN,0.484772,-1.42599
NC_008694,NC_017456,NaN,NaN,0.484772,-1.41602
NC_008694,NC_013721,NaN,NaN,0.484772,-1.41251
NC_008694,NC_013959,NaN,NaN,0.484772,-1.43151
NC_008694,NC_014644,NaN,NaN,0.484772,-1.41359
NC_008694,NC_001382,NaN,NaN,NaN,-1.38648
# Std,,0.0,NaN,0.0,0.012
NC_008717,NC_017549,15452.0,NaN,0.73674,-1.30877
NC_008717,NC_008463,66.0,32.0,NaN,-1.31149
NC_008717,NC_017548,340.0,32.0,0.484772,-1.31187
NC_008717,NC_017549,15452.0,NaN,0.73674,-1.30877
NC_008717,NC_011770,11786.0,NaN,0.716862,-1.30157
# Std,,7001.504,0.0,0.107,0.004
NC_008720,NC_004741,200.0,NaN,NaN,-1.41164
NC_008720,NC_017328,200.0,NaN,NaN,-1.41151
NC_008720,NC_008618,100.0,NaN,0.484772,-1.44072
NC_008720,NC_009092,88.0,NaN,0.484772,-1.41492
NC_008720,NC_011835,88.0,NaN,0.484772,-1.44197
NC_008720,NC_012814,88.0,NaN,0.484772,-1.44263
NC_008720,NC_012815,88.0,NaN,0.484772,-1.44262
NC_008720,NC_013410,94.0,NaN,0.484772,-1.4154
NC_008720,NC_013714,100.0,NaN,0.484772,-1.44132
NC_008720,NC_016627,94.0,NaN,0.484772,-1.39067
NC_008720,NC_017214,88.0,NaN,0.484772,-1.44256
NC_008720,NC_017215,88.0,NaN,0.484772,-1.44264
NC_008720,NC_017216,88.0,NaN,0.484772,-1.44261
NC_008720,NC_017217,88.0,NaN,0.484772,-1.44267
NC_008720,NC_017448,94.0,NaN,0.484772,-1.41542
NC_008720,NC_017834,86.0,NaN,0.484772,-1.44323
NC_008720,NC_017866,88.0,NaN,0.484772,-1.44261
NC_008720,NC_017867,88.0,NaN,0.484772,-1.44264
NC_008720,NC_021593,88.0,NaN,0.484772,-1.4426
NC_008720,NC_022523,86.0,NaN,0.484772,-1.4435
NC_008720,NC_013522,NaN,NaN,0.484772,-1.44671
NC_008720,NC_010001,NaN,NaN,0.484772,-1.37722
NC_008720,NC_016590,NaN,NaN,0.484772,-1.43849
NC_008720,NC_013592,NaN,NaN,0.484772,-1.41399
NC_008720,NC_007912,NaN,NaN,0.484772,-1.40026
NC_008720,NC_012115,NaN,NaN,0.484772,-1.40801
NC_008720,NC_015958,NaN,NaN,0.484772,-1.39693
NC_008720,NC_005823,NaN,NaN,0.484772,-1.41696
NC_008720,NC_016625,NaN,NaN,0.484772,-1.44471
NC_008720,NC_015064,NaN,NaN,0.484772,-1.45205
NC_008720,NC_013921,NaN,NaN,0.484772,-1.39638
NC_008720,NC_015581,NaN,NaN,0.484772,-1.40161
NC_008720,NC_010628,84.0,NaN,NaN,-1.37177
# Std,,32.615,NaN,0.0,0.022
NC_008721,NC_022516,9866.0,NaN,0.719681,-1.3611
NC_008721,NC_015433,9860.0,NaN,0.719681,-1.36108
NC_008721,NC_022516,9866.0,NaN,0.719681,-1.3611
NC_008721,NC_015433,9860.0,NaN,0.719681,-1.36108
# Std,,3.0,NaN,0.0,0.0
NC_008722,NC_007168,3348.0,NaN,0.589398,-1.34745
NC_008722,NC_002976,158.0,32.0,NaN,-1.3476
NC_008722,NC_009487,2752.0,NaN,0.6030960000000001,-1.34097
NC_008722,NC_009632,2752.0,NaN,0.6030960000000001,-1.34095
NC_008722,NC_009632,2752.0,NaN,0.6030960000000001,-1.34095
# Std,,1121.218,0.0,0.006,0.003
NC_008723,NC_017341,3440.0,NaN,0.577432,-1.34559
NC_008723,NC_002976,96.0,34.0,NaN,-1.34743
NC_008723,NC_009487,3420.0,NaN,0.61372,-1.34204
NC_008723,NC_009632,3420.0,NaN,0.61372,-1.34204
NC_008723,NC_009487,3420.0,NaN,0.61372,-1.34204
NC_008723,NC_009632,3420.0,NaN,0.61372,-1.34204
# Std,,1240.294,0.0,0.015,0.002
NC_008798,NC_017340,44848.0,NaN,0.806506,-1.31125
NC_008798,NC_009487,44442.0,NaN,0.8072090000000001,-1.30479
NC_008798,NC_009632,44442.0,NaN,0.8072090000000001,-1.30476
NC_008798,NC_009632,44442.0,NaN,0.8072090000000001,-1.30476
# Std,,175.803,NaN,0.0,0.003
NC_008799,NC_017349,25794.0,NaN,0.770945,-1.32972
NC_008799,NC_009641,20038.0,NaN,0.806994,-1.31288
NC_008799,NC_009641,20038.0,NaN,0.806994,-1.31288
# Std,,2713.404,NaN,0.017,0.008
NC_009014,NC_008709,86.0,NaN,NaN,-1.41607
NC_009014,NC_010999,NaN,NaN,0.484772,-1.40963
NC_009014,NC_014484,NaN,NaN,0.484772,-1.44213
NC_009014,NC_020911,NaN,NaN,0.484772,-1.42146
NC_009014,NC_007481,NaN,NaN,0.484772,-1.42423
NC_009014,NC_017474,NaN,NaN,0.484772,-1.40942
NC_009014,NC_018641,NaN,NaN,0.484772,-1.4095
NC_009014,NC_018868,NaN,NaN,0.484772,-1.41245
NC_009014,NC_020135,NaN,NaN,0.484772,-1.40041
NC_009014,NC_014483,NaN,NaN,0.484772,-1.40089
NC_009014,NC_008526,NaN,NaN,0.484772,-1.41278
NC_009014,NC_017473,NaN,NaN,0.484772,-1.40965
NC_009014,NC_017583,NaN,NaN,0.484772,-1.44236
NC_009014,NC_001382,NaN,NaN,NaN,-1.38647
# Std,,0.0,NaN,0.0,0.015
NC_009015,NC_007650,496.0,NaN,NaN,-1.3675
NC_009015,NC_002696,60.0,NaN,0.484772,-1.38938
NC_009015,NC_003062,54.0,NaN,0.484772,-1.36413
NC_009015,NC_005085,50.0,NaN,0.484772,-1.39692
NC_009015,NC_008009,66.0,NaN,0.484772,-1.35065
NC_009015,NC_008541,50.0,NaN,0.484772,-1.38994
NC_009015,NC_010528,56.0,NaN,0.484772,-1.39245
NC_009015,NC_010681,52.0,NaN,0.484772,-1.35278
NC_009015,NC_011145,58.0,NaN,0.484772,-1.43714
NC_009015,NC_011891,54.0,NaN,0.484772,-1.43576
NC_009015,NC_011916,60.0,NaN,0.484772,-1.38917
NC_009015,NC_012791,50.0,NaN,0.484772,-1.39663
NC_009015,NC_013440,54.0,NaN,0.484772,-1.40865
NC_009015,NC_014973,76.0,NaN,0.484772,-1.39219
NC_009015,NC_015671,50.0,NaN,0.484772,-1.42744
NC_009015,NC_018000,72.0,NaN,0.484772,-1.3567
NC_009015,NC_018514,50.0,NaN,0.484772,-1.36443
NC_009015,NC_014664,NaN,NaN,0.484772,-1.35421
NC_009015,NC_014121,NaN,NaN,0.484772,-1.38569
NC_009015,NC_021294,NaN,NaN,0.484772,-1.35758
NC_009015,NC_013592,NaN,NaN,0.484772,-1.38933
NC_009015,NC_010512,NaN,NaN,0.484772,-1.36484
NC_009015,NC_014539,NaN,NaN,0.484772,-1.35578
NC_009015,NC_014366,NaN,NaN,0.484772,-1.37857
NC_009015,NC_018631,NaN,NaN,0.484772,-1.43453
NC_009015,NC_012032,NaN,NaN,0.484772,-1.39082
NC_009015,NC_016625,NaN,NaN,0.484772,-1.35798
NC_009015,NC_004567,NaN,NaN,0.484772,-1.41158
NC_009015,NC_009380,NaN,NaN,0.484772,-1.40382
NC_009015,NC_010175,NaN,NaN,0.484772,-1.39068
NC_009015,NC_015389,NaN,NaN,0.484772,-1.3688
NC_009015,NC_020304,NaN,NaN,0.484772,-1.4206
NC_009015,NC_015717,54.0,NaN,NaN,-1.34771
# Std,,100.872,NaN,0.0,0.026
NC_009016,NC_013959,484.0,NaN,NaN,-1.36752
NC_009016,NC_007947,312.0,NaN,0.484772,-1.36928
NC_009016,NC_008278,50.0,NaN,0.484772,-1.4178
NC_009016,NC_011894,58.0,NaN,0.484772,-1.39866
NC_009016,NC_017631,328.0,NaN,0.484772,-1.3856
NC_009016,NC_017644,332.0,NaN,0.484772,-1.38421
NC_009016,NC_020181,292.0,NaN,0.484772,-1.37173
NC_009016,NC_020891,50.0,NaN,0.484772,-1.41963
NC_009016,NC_022648,332.0,NaN,0.484772,-1.3855
NC_009016,NC_023149,344.0,NaN,0.484772,-1.38457
NC_009016,NC_014914,NaN,NaN,0.484772,-1.4313
NC_009016,NC_012803,NaN,NaN,0.484772,-1.40858
NC_009016,NC_018108,NaN,NaN,0.484772,-1.43157
NC_009016,NC_010407,NaN,NaN,0.484772,-1.42186
NC_009016,NC_013517,NaN,NaN,0.484772,-1.45984
NC_009016,NC_011662,NaN,NaN,0.484772,-1.39231
NC_009016,NC_014833,NaN,NaN,0.484772,-1.42227
NC_009016,NC_018220,58.0,NaN,NaN,-1.3592
# Std,,148.128,NaN,0.0,0.027
NC_009018,NC_003485,18560.0,NaN,0.782144,-1.33568
NC_009018,NC_008021,2834.0,36.0,0.697937,-1.35047
NC_009018,NC_008023,2514.0,36.0,0.6700740000000001,-1.35176
NC_009018,NC_017567,178.0,36.0,NaN,-1.35759
NC_009018,NC_018712,192.0,36.0,0.484772,-1.358
NC_009018,NC_022532,13512.0,NaN,0.786174,-1.35813
NC_009018,NC_004070,18462.0,NaN,0.7813140000000001,-1.33528
# Std,,7840.12,0.0,0.106,0.009
NC_009231,NC_017175,10442.0,35.0,0.759892,-1.26979
NC_009231,NC_013315,9738.0,35.0,0.747007,-1.27214
NC_009231,NC_013316,9738.0,35.0,0.745044,-1.27199
NC_009231,NC_017175,10442.0,35.0,0.759892,-1.26979
NC_009231,NC_017178,9738.0,35.0,0.745244,-1.27209
NC_009231,NC_017179,9738.0,35.0,0.746814,-1.27249
NC_009231,NC_009089,8766.0,NaN,0.766448,-1.2693
NC_009231,NC_009089,8766.0,NaN,0.766448,-1.2693
# Std,,596.331,0.0,0.009,0.001
NC_009234,NC_017831,41260.0,NaN,0.79347,-1.25196
NC_009234,NC_007650,34922.0,NaN,0.795095,-1.25406
NC_009234,NC_017831,41260.0,NaN,0.79347,-1.25196
# Std,,2987.762,NaN,0.001,0.001
NC_009235,NC_017831,23576.0,NaN,0.774194,-1.34963
NC_009235,NC_017831,23576.0,NaN,0.774194,-1.34963
NC_009235,NC_007434,23530.0,NaN,0.772429,-1.33181
# Std,,21.685,NaN,0.001,0.008
NC_009236,NC_017831,35050.0,NaN,0.7813140000000001,-1.26425
NC_009236,NC_006351,34088.0,NaN,0.812046,-1.28281
NC_009236,NC_022658,23838.0,NaN,0.7987029999999999,-1.25398
# Std,,5073.864,NaN,0.013,0.012
NC_009237,NC_011002,23134.0,NaN,0.812813,-1.32798
NC_009237,NC_011002,23134.0,NaN,0.812813,-1.32798
NC_009237,NC_020516,54.0,NaN,NaN,-1.30702
# Std,,10880.016,NaN,0.0,0.01
NC_009382,NC_020799,22446.0,NaN,0.786841,-1.29757
NC_009382,NC_014307,1588.0,30.0,NaN,-1.29689
NC_009382,NC_020799,22446.0,NaN,0.786841,-1.29757
NC_009382,NC_017559,154.0,NaN,NaN,-1.29564
# Std,,10799.407,0.0,0.0,0.001
NC_009447,NC_022904,172.0,NaN,NaN,-1.37659
NC_009447,NC_020064,58.0,NaN,0.484772,-1.39859
NC_009447,NC_020210,NaN,NaN,0.484772,-1.38926
NC_009447,NC_014817,NaN,NaN,0.484772,-1.38196
NC_009447,NC_015683,NaN,NaN,0.484772,-1.38915
NC_009447,NC_012526,NaN,NaN,0.484772,-1.39466
NC_009447,NC_021739,NaN,NaN,0.484772,-1.43049
NC_009447,NC_021883,NaN,NaN,0.484772,-1.43134
NC_009447,NC_020834,NaN,NaN,0.484772,-1.43164
NC_009447,NC_017317,NaN,NaN,0.484772,-1.39073
NC_009447,NC_021743,NaN,NaN,0.484772,-1.43196
NC_009447,NC_015067,NaN,NaN,0.484772,-1.37927
NC_009447,NC_016593,NaN,NaN,0.484772,-1.39025
NC_009447,NC_021738,NaN,NaN,0.484772,-1.4322
NC_009447,NC_010655,NaN,NaN,0.484772,-1.40293
NC_009447,NC_014306,NaN,NaN,0.484772,-1.39074
NC_009447,NC_021082,NaN,NaN,0.484772,-1.43147
NC_009447,NC_006510,NaN,NaN,0.484772,-1.38818
NC_009447,NC_021494,NaN,NaN,0.484772,-1.42852
NC_009447,NC_013411,NaN,NaN,0.484772,-1.38926
NC_009447,NC_014206,NaN,NaN,0.484772,-1.38911
NC_009447,NC_015593,NaN,NaN,0.484772,-1.38041
NC_009447,NC_018101,NaN,NaN,0.484772,-1.38982
NC_009447,NC_022041,NaN,NaN,0.484772,-1.38069
NC_009447,NC_020833,NaN,NaN,0.484772,-1.43204
NC_009447,NC_014915,NaN,NaN,0.484772,-1.38912
NC_009447,NC_008044,NaN,NaN,0.484772,-1.37493
NC_009447,NC_015717,70.0,NaN,NaN,-1.36512
# Std,,51.147,NaN,0.0,0.021
NC_009514,NC_011993,33032.0,NaN,0.7579480000000001,-1.36567
NC_009514,NC_017628,29686.0,NaN,0.778138,-1.34317
NC_009514,NC_013941,29922.0,NaN,0.767207,-1.34094
# Std,,1524.741,NaN,0.008,0.011
NC_009540,NC_017641,316.0,NaN,NaN,-1.3726
NC_009540,NC_006908,NaN,NaN,0.517779,-1.39763
NC_009540,NC_017731,62.0,NaN,NaN,-1.36683
# Std,,127.0,NaN,0.0,0.013
NC_009541,NC_013174,190.0,NaN,NaN,-1.37868
NC_009541,NC_008530,50.0,NaN,0.484772,-1.43361
NC_009541,NC_015596,NaN,NaN,0.484772,-1.413
NC_009541,NC_014166,NaN,NaN,0.484772,-1.46013
NC_009541,NC_008611,NaN,NaN,0.484772,-1.43089
NC_009541,NC_002488,NaN,NaN,NaN,-1.37503
# Std,,70.0,NaN,0.0,0.03
NC_009543,NC_016812,158.0,NaN,NaN,-1.43107
NC_009543,NC_007705,70.0,34.0,0.484772,-1.44031
NC_009543,NC_021894,NaN,NaN,0.517779,-1.39593
NC_009543,NC_001382,NaN,NaN,NaN,-1.38637
# Std,,44.0,0.0,0.017,0.023
NC_009554,NC_014727,374.0,33.0,0.484772,-1.38571
NC_009554,NC_008529,166.0,33.0,0.484772,-1.38459
NC_009554,NC_014727,374.0,33.0,0.484772,-1.38571
NC_009554,NC_003485,70.0,NaN,0.484772,-1.40089
NC_009554,NC_008529,166.0,33.0,0.484772,-1.38459
NC_009554,NC_012891,68.0,NaN,0.484772,-1.40343
NC_009554,NC_014727,374.0,33.0,0.484772,-1.38571
NC_009554,NC_021314,74.0,NaN,0.484772,-1.40777
NC_009554,NC_007512,NaN,NaN,0.484772,-1.41497
NC_009554,NC_011566,NaN,NaN,0.484772,-1.3984
NC_009554,NC_009524,NaN,NaN,0.484772,-1.40612
NC_009554,NC_015152,NaN,NaN,0.484772,-1.39787
NC_009554,NC_019904,NaN,NaN,0.484772,-1.39229
NC_009554,NC_008513,NaN,NaN,0.484772,-1.40504
NC_009554,NC_008343,NaN,NaN,0.484772,-1.41763
NC_009554,NC_017469,166.0,29.0,NaN,-1.38408
# Std,,126.659,1.491,0.0,0.011
NC_009604,NC_021285,172.0,NaN,0.484772,-1.32166
NC_009604,NC_012669,NaN,NaN,0.537086,-1.34981
NC_009604,NC_007510,NaN,NaN,NaN,-1.29577
# Std,,0.0,NaN,0.026,0.022
NC_009760,NC_018693,240.0,NaN,0.484772,-1.38429
NC_009760,NC_022781,240.0,NaN,0.484772,-1.38322
